review,terms
however the frozen screens kept happening,screens
ive owned apple computers and laptops for as long as i could remember,
at least those computers did not just die on me like this one,
it a mac,
i have the bulk of problems with my lap top within the first six months,
this be my first lg product,
and downloads always have problems being completed,downloads
or be said to be corrupted ,
it be short on space,space
3 horrible customer support,customer support
the led backlit display makes my pictures pop so much more,led backlit display
very very slow laptop,
i be going back to dell,
with what i paid for this computer it should have have everything on it,
they always come up with good looking products,
apple be always great about the aesthetics of things,aesthetics
i went to my local best buy looking for a new laptop since mine broke,
runs smooth and quick,runs
but gets the job done,
it a bit slow,
not a bad laptop,
i spent more time waiting for it to unfreeze then actually doing what i got on there for,
honestly,
this a starter notebook,
no i be generous calling it slow,
screen size be not something i would stare at for the entire 10-11 hours of battery life five days a week,"screen size,battery life"
the downside to this netbook be pretty much the same for any netbook ,
the graphics be great,graphics
i would definitely recommend this product for nearly everyone,
all-in-all,
in 5 months the connect quality got worse and worse,connect quality
pictures and etc,
the big screen allows you to enjoy watching movies ,screen
not to mention the laptop be designed for right handed person,
the headphone and mic jack be in front of touch-pad making the touch-pad hard to use when using headphones mic,"headphone,mic jack,touch-pad,touch-pad,headphones,mic"
for the price special offer this be a great laptop,price
and they have been outstanding,
including this one,
i have have at least eight toshiba laptops,
they had,
i called back to ensure that received it,
the manufacturer warranty only covers replacement repair of parts,warranty
what i would like be for the laptop to run well without having to purchase additional memory,"memory,run"
and be in the market for one,
of course,
then definitely go for this,
if you can afford a new laptop,
got the computer back a month later and it be still broken sent it out again and they repaired it,
it works exactly like it did the day i took it out of the box,works
the next issue i have freaked me out,
now,
i love ths notebook,
and connection with the internet,connection with the internet
shutting down,shutting down
it be fast booting up ,booting up
the battery life be great,battery life
this be not a serious gaming laptop or a serious media machine,gaming
i might have 8 months next time,
since i seem to be doubling the amount of time i get out of it each time it like new,
even if apple replaces whatever needs replacing i wonder if,
i got this laptop on black friday,
they replaced my hard drive as well as my mother board,"hard drive,mother board"
i fell in love with it,
and that reason we have forked out so much money be so we would not have anything to worry about,
it be just one problem after another for me,
there be nothing to complain about the system,system
and it comes with the new osx that comes with new features that makes the use more easy,"osx,features,use"
maybe not the cutting edge satellite l455d but it be a workhorse,
but the macbook be the best,
darker,
now the screen be going darker,screen
either the computer be too slow to detect the keys typed this be unlikely as i be a slow typist or the keyboard simply does not detect the keys being typed,"keys,keyboard,keys"
i got the black macbook two years ago and have never regretted it,
as a graphic arts a retired instructor i still love to play with the graphic with photos and clip art ,
different model,
my wife also have problems with her asus ,
calendar,
computer post its etc,
movie times,
weather forecast,
features such as the dashboard allows you to view frequently used tools like a calculator,"features,dashboard"
this computer be the ideal college companion,
both computers started acting extremely slow within the first year of owning them,
the macbook pro be very sturdy and versatile,
when i called to have another one shipped or to get my money back they said the return policy be 23 twenty three days from the date of purchase,return policy
i believe that this laptop be a repaired item,
bought from wal-mart,
couldnt not use it,
i sent it back and found this time that the battery be faulty,battery
so i got a new one and some other fixes they found,
i swear they design these things to go to crap after a year so you be stuck and have to buy a new one,
great pick for portability and affordability,"portability,affordability"
easy to hook to my wireless network,hook to my wireless network
it easy easy easy to set up,set up
it fast,
i previously purchased a 13 macbook have pro specs and be aluminum style which have a nvidia 9800 if i be not mistaken and it have major heating issues,"aluminum style,specs,nvidia 9800"
they did not even try to assist me or even offer a replacement,
it seemed simpler to continue with the same thing,
we used pc products ,
the people there just changed for me on the spot and i got a new arm piece and they did not even request for a receipt,arm piece
but this netbook be a very poor computer,
i love my samsung tv and galaxy s smartphone,
i made a perfect decision when i bought the toshiba,
i take it everywhere with me because it so easy to carry,carry
the only thing be that the battery wo not last more than 1 2 an hour,battery
it still heats up like mad and i be unable to use it with the computer directly on my lap for more than five to ten minutes at a time,
the first fell apart right after the 1-year-warranty,1-year-warranty
i be finding my way around this laptop better than my last one,
not what i have done,
they told me it be my loss even though it be the computer,
i would highly recommend this macbook,
which be an upgrade from my 2010 macbook pro,
about 2 months ago i bought the 2011 macbook pro,
i love apple,
let just get this out of the way,
oh and it have word and stuff but its a trial verion so after about a month or so when you go to open it it asks for a product key which didnt come with the computer and even after clicking cancel it wont let you use it at all i use the old word processer which works good,"word,word processer"
the keyboard have a wonderful nature feel,keyboard
and after 2 hours on phone could not fix it,
hard disk apart,hard disk
taking battery out,battery
they went through asking me open up various components,
4 weeks after giving the computer for repair -annoyed at machouse amsterdam,
decided to send complaint email to apple,
this occurs far less frequently than on pc computers and laptops that i have used,
while there be occasions that my computer will freeze or will need to be manually shut down,
bought with a credit card,
the battery does not last long but i be sure an upgrade battery would solve that problem,"battery,battery"
i took it for granted that these features be standard,features
i be looking too closely at the other performance specs and while comparing,performance specs
i did a lot of research and ended up thinking this toshiba be the best one for me,
i have have it now about 2 months and absolutely love it,
i have no idea how this could have even gotten past quality control during production,quality control
and the very next day have to return it because it over heated and the touch-mouse stopped responding,touch-mouse
i bought this last week,
i be so happy to have purchased this computer,
have no numeric pad on the side,numeric pad
oh yea,
too-a mark of poor construction quality,construction quality
the cover for the dvd drive soon came off,cover for the dvd drive
i returned the 2nd laptop for a full refund,
really no problems with the hand me down computers i received from my children,
i did not take the class and wish that i would have,
it would be a load on long trips where a lot of walking be required,
but the arm velcro be torn after one use,arm velcro
not good for a person who gets online daily,
the laptop be returned but audio issue be not fixed,
but i be done with sony after that,
i cannot even remember how i finally got it taken care of,
so it be only about 2 weeks ago,
i just wish it be all silver or they have all black,
i just love this lap top,
the software be amazing,software
hence it kinda of irritating when the lcd just slide downwards,lcd
we carry the netbook around here and there,
there be nothing better,
i now own another hewlitt packard,
able to run windows 7 and at least 2 or 3 other programs with next to no slowdown,"windows 7,programs"
the 2 gb of ram be plenty,2 gb of ram
the versitility be outstanding,versitility
the battery life be amazing,battery life
and if you be doing any website work,
you should know that many hosting companies do not support it,
it be known as safari,safari
vista be a nightmare,vista
i spent eight hundred dollars from a giant paper weight that looks good on a bus,
i have used a couple of others on the job as well,
the program came with the computer and works beautifully,program
2010 ,
two weeks ago i bought this notebook,
posted nov 8,
acer wo not replace the laptop,
i be also upset with cr for giving a good rating,
left right and front,
the hinge design forced you to place various connections all around the computer,hinge design
i have owned macbook pros since 2005 and this be the best yet,
but after 1 week it stopped openning web pages for me even after installing new browsers then eventually it just started giving me a blue screen and crashing everytime i booted it,"screen,browsers"
i be loving this netbook because it have an amazing screen and display and be small and light,"screen,display"
that will probably work a whole lot better,
now i could get myself a cheap computer,
i would definitely not go back to using a pc after using the mac,
the so called laptop runs to slow and i hate it,runs
althougth i used several at my previous job,
this be the first laptop i have owned,
i wanted to throw that lap top out the window and light it on fire,
those moments in thime where you want to throw something against the wall yeah,
charger seems large for this class of computer,charger
i do not really have a complaint,
i be pretty sure it not newegg fault but when you turn on a computer you just bought you want it to at least get to desktop,
best buy ended up junking the computer and giving me a replacement computer,
i dislike the quality and the placement of the speakers,speakers
and sharpness be great,sharpness
the screen graphics and clarity,"screen graphics,clarity"
if i have a problem with any of my apple items i make an appointment at one of my local stores and they work on correcting it right there,
i just chose to hide the message,
so i called customer support which be good too and they went through it and it be just a safety feature and it does not affect performance at all,"customer support,performance,safety feature"
the laptop be new anyway,
i claim that this have no value to me,
enough said,
not working = bad,
i would really recommend to any person out there to get this laptop cause its really worth it,
otherwise this little notebook have met all my expectations,
my son said it popped up and he clicked update,
i lost two items i be working on until i figured out what be happening,
the unibody design be edgy and durable,unibody design
stopped booting up less than a week after my one-year warranty be up,"booting up,one-year warranty"
for the cost this be a winner,cost
but,
this machine be great,
let me tell you,
i have used a computer at work but having your own personal laptop be awsome,
later it held zero charge and its replacement worked for less than three months,charge
even if on for less than an hour,
the second issue i have with it occured a month later and it kept overheating,
also,
the battery does not last very long at all,battery
good luck with your purchase options,
frustrated and wasting twice as much time as you spent using your old mac,
teased,
buy this if you like being tortured,
very disappointed,
they be asking me to ship the unit back to fix it at their site,
but as it turns out,
that software just crashes it more often,"software,software"
i bought it from hsn because it be bundled with extra software,"software,software"
i looked around and based off my price features comparison from a brand i trusted i landed here,"price,features"
i constantly have to send my laptop in for services every 3 months and it always seems to be the same problem that they said they have already fixed,services
strong performance in this device makes use of fun and a strong sense of the era of speed this device serves all modern requirements be a very strong game and be very useful for designers,"performance,speed,use"
unless you need the bluetooth 3,bluetooth 3
i be sorly disapointed to discover that hp what i thought be a reputable company would not honor the warrenty when the fan blade fell apart,"warrenty,fan blade"
that be pretty sad when they name them specifically,
or the page cannot be displayed,
more times that not the screen pops up saying i have a bad internet connection,internet connection
no viruses,
it be everything that i would want in a computer,
do yourself a favor and invest in a few external harddrives if you be planning on purchasing this laptop,external harddrives
i am,
if i sound enthusiastic about this,
however,
you will fall in love with it in no time,
i give this laptop a five star review i love it and it have done chams for me,
they removed them and returned the computer to me,
i do not understand why only windows 7 starter be included,windows 7 starter
i purcased this model at best buy for about 150,
on 3 july 2004,
i went with him and we picked this one,
i think there something to be said about the simplicity of macs,simplicity
while most people say that pcs hold functionality and value and macs be just pretty to look at,"functionality,value,look"
this be my second macbook pro and it better than ever,
my macbook be so much better looking and so thin,looking
the notebook would not turn back on again,
the ease of use be wonderful,use
this system came loaded with windows 7 starter,windows 7 starter
took it to the machouse amsterdam for repair 26th of august ,
-when battery life went to 4 hours or less,battery life
the battery gets so hot it be scary,battery
best thing be i can use existing 32 bit old programs,programs
it so nice to look at and the keys be easy to type with,"keys,look"
the apple macbook pro nothing to say butprofessionally great and outstanding,
running on a quarter of the power it takes to run a 60 watt lightbulb,
it also very energy efficient,
i be forever changed and will no longer buy a windows based machine for personal use,windows
brother,
dad,
sister,
you name it,
mom,
but it came back in even worse shape,
the only thing i would change about it be the mouse keys,mouse keys
despite all its so called advanced features,features
it be absolutely horrible to use,use
i reloaded with windows 7 ultimate and used only the downloaded drivers from acer site,"drivers,windows 7 ultimate"
before,
i have to keep turning it until it decides to lower and there be no mute,mute
it still beautiful and have better color reproduction than i could ever expect from a notebook,color reproduction
after that i turned to email in my next vain help to get them to acknowledge that the warranty be still valid,warranty
a great product,
so far,
he loves it and it be easy to use and well the schools start teaching the kids early about computers so it be easy for him to get started,use
even to start up your computer takes few seconds,start up
u can do what u want in just few seconds,
it the most wonderful thing in the entire world,
well guess what the darn thing would not go back on,
so i would pop them off to see what the problem was,
macbooks come with much more features which be so cool,features
also,
they sent out a sony certified technician,sony certified technician
they have developed excellent proprietary software for editing video and pictures and i be looking forward to utilizing these tools on the regular,proprietary software
getting the apple care plan be a must,apple care plan
using my new macbook pro,
i have saved a lot of time and headaches so far,
overall i would recomend this to anybody and tell them that if they want to burn their music or play there video games to buy the cd drive,"cd drive,video games"
-apple offers to send replacement and after 10 days i send them the old computer,
i have no complaints,
so far,
his be worth 36,
now be very aprehensive about toshiba laptops,
i spent 2200 dollars on a top of the line laptop ,
i also own an hp notebook and it does not even come close,
our apple 133 macbook pro notebook computer z0j80001 notebook and have become such an integral part of completing our daily needs and social networking,
and delete unused files,
clean cookies,
i be constantly trying to uninstall programs,programs
and a bigger hard drive than my old computer,hard drive
and many other features,features
more memory,memory
nicer screen,screen
plus a better quality web cam,web cam
the dv4 boasted a faster processor,processor
the only downfall be the battery only last 15-20 hrs when not plugged in,battery
very clear and vivid,
the graphics on this computer be also stellar ,graphics
its great,
lack of a webcam,webcam
aside from the trial software and the short battery life,"trial software,battery life"
i shunned the idea of a mac until this point,
as a die-hard windows enthusiast,windows
i think that if it be the motherboard again so soon that they should replace it,motherboard
if this computer every breaks down on me i will most definatly get the same one again,
and it have absolutely no protection from viruses,
etc,
malware,
spyware,
i have a macbook notebook,
and i have all of the programs that be on my pc,programs
the computer loads in about a 1 10th of the time that my pc did,loads
i made the right decision,
i have have terrible experiences with hp,
in the past few years,
it ok,
overall,
internet interfaces be seamless,internet interfaces
graphics be clean and sharp,graphics
but it be still a great notebook,
the newer black keyboard took a little bit away from the previous gray one which looked really slick,black keyboard
sony parts reliability and quality of service be recenlty the worst,service
i be very happy,
it comes with a lot of what i consider useless applications,applications
as with any laptop not purchased with software options,software options
but the features and its functioning be all new again so you might as well save the money and just learn the pre installed mac programs,"features,functioning,programs"
its office compatible,office
i occassionaly use it for work via vpn and it have not given me any problems,
i sent it back and they lost it,
it just works flawlessly,works
so that i can demand a new set do you think it fun to take public transport all the way to the service center and get a non-satisfactory solution or rather no solution,service center
do you think i purposely destroy my netbook,
i be having the laptop returned unrepaired since paying 176 every 3 months just be not worth it that about how long the port seems to last ,port
ok first,
however it sits pretty tightly,
it might get loose,
so if you move laptop a lot,
another satisfied customer,
also the battery be completely shot,battery
highly recommended,
awesome cooling system much better grafics card ati 5870 8gb ram led backlit screen,"cooling system,grafics card,led backlit screen,8gb ram"
the biggest problem be that the box have no instructions in it,instructions
the overall operation be poor,operation
but after using it a couple of weeks,
not happy w either,
this be my second,
will not buy another toshiba,
this machine be good value,value
well built and works easily right out of the box,"built,works"
compared to similarly spec would pcs,
then i came back and put them onto my macbook and made a pretty good dvd movie with all the pictures and videos from my trip,
the cool thing about the mac book be that i went on my honeymoon and shot a bunch of pictures and movies with my iphone,
when you guessed it,
for two months,
this be my first macbook purchase ever,
screen be crystal clear and the system be very responsive,"screen,system"
i will stack it up against laptops that cost twice as much any day,cost
quite simply this be the best laptop i have ever owned,
or the cursor would show up some place else,cursor
the newer macbook that i have purchased be one of the best computers,
i have have some excellent computer and have found i have no idea what to do with them,
i just did not know any better,
as it turns out,
i have have friends with acers who seem to have have similar or exact same problems,
what can i say,
it be easy to operate and i have already ordered more software and gadgets for my new rolls royce of laptops,"software,operate,gadgets"
what be also interesting be this survey changed my ratings the first time i submitted it in case it does not keep what i put here be my aratings,
for i be unable to create a disk image on my hard drive,"hard drive,disk image"
it might be something deep within windows,windows
i have a toshiba for 10 years,
awesome thinking apple,
you can do several different things with it just depending on how many fingers you use on the track pad,"track pad,track pad"
the track pad to me be what really stands out though,"track pad,track pad"
now i have not tried to use this since the disc drive have been replaced and after taking it back to the geek squad i found out they have accidently not used the right drive when they replaced the first one,"disc drive,drive,drive"
so back it went to get the correct drive,"drive,drive"
if it translates at all,
you ll discover that the word processing program known as appleworks rarely translates perfectly on anyone else s computer,"appleworks,word processing program"
first,
she cannot tell the difference between it and her regular desktop system,
with in weeks of purchasing my computer be began to slow down,
it does not bother me though,
i have have this laptop for about a month now,
i already have a hp laptop i bought last year that standard size,size
it be okay for over a week before the blue screens started occuring again,
english must have been his third or fourth language,
battery be not upgradable to a longer life battery,"battery,battery"
i be just one of the million customers,
it have times be it freezes for 10 seconds and then starts again,
apple have a reputation and be well known for its easy usage,usage
returned laptop for a 3rd repair and it came back with previous problems fixed except for speaker grill but the unit started locking up during use and eventually would not operate at all,speaker grill
i just plug this into my 22 monitor and the speedy macosx performs just as well on this dual-core that my dell did with windows 7 with a quad-core,"macosx,windows 7,dual-core,quad-core,22 monitor"
and really cool default background,default background
awesome programs including garageband ,"programs,garageband"
love the graphics,graphics
and fun multi-touch mouse be worth the extra money to me alone,"multi-touch mouse,mouse"
and mouse ,mouse
if you cant see yourself spending the extra money to jump up to a mac the beautiful screen,"screen,screen"
keyboard,keyboard
responsive island backlit keyboard,"keyboard,island backlit keyboard"
screen,"screen,screen"
i be taking back today,
and i be totally almost kind of maybe definitely obsessed with it,
my parents bought it for me as a graduation gift,
the macbook be way too overpriced for something so simple and chaotic,
called number,
got an email address to send complaint,
made case ,
-complied to their protocol,
the os takes some getting used to especially after being a windows user for so long but the learning curve be so worth it,"os,windows"
it quit working within a weeks time,
but after i got used to it i love it,
and presentations similar to microsoft office ,"microsoft office,presentations"
spreadsheets,spreadsheets
i also purchased iwork to go with it which have programs for word processing,"iwork,programs,word processing"
after 4 days,
being denied 6 times and told off once,
i managed to get through and be able to send them a scanned copy of the receipt,
i experienced a huge change in that my mac runs pretty fast compared to my old pc,runs
overall,
when i got the computer back and realizwed it still be not correct hp told me it be out of warranty and now it be my problem,warranty
it also came with a built it web cam which be great because i can see an communicate with my family members back home,built it web cam
good monitor and performed well,"monitor,performed"
they be closed at 9pm eastern,
i have have a couple of minor problems and both be resolved by apple quickly and easily,
in those three years,
hp denied my claim,
although my model be listed as recalled,
it be secure and easy to navigate,navigate
i be a little weary at purchasing another 13 macbook almost 2 years later but t looks like the newer macbooks have gotten its current line of graphics cards in order this time around,graphics cards
the machine have a bluray player the book have no mention of it or how to connect it to your hdtv,"bluray player,book"
i be loyal to apple,
they be by far the easiest systems to actually learn about computers with,systems
i will be patient for few months,
this apple navigates you thru the unexplored world of the internet,internet
this be purchased for my daughter and i be pleasantly surprised,
finally set the unit back to hp after a month of hell,
so i bought a pc instead,
i could not afford a new mac,
and above average for gaming,gaming
but not a gamers first choice,
the video card be great for media,"video card,media"
it be always getting froze up,
but i never thought i would need to back up my information on a brand new mac,
i know,
the paragon of all computers,
my information be all lost my fault,
but no one could tell me when my part would be shipped nor could they tell me where to buy it on their website,
i got the blue screen of death the first month i got it,
this be the third macbook pro in our family,
apple continues to shine and provide a much more enjoyable computer experience,
so i sent it in to be replaced and almost 2 months later the dv4 be what the sent me as a replacement,
i have of course bought a 3 year warranty,3 year warranty
something with the amount of thermal paste,thermal paste
apparently there be a manufacturing defect,
despite the claims of the apple apologists a vice of which i be recently myself reformed the internals of mac laptops be no different from pcs at this point,internals
took several hours with customer support before i could even start the pc out of the box,customer support
asus facial recognition does not work and windows logon be not either,"facial recognition,windows logon"
windows vista makes this computer almost unusable for online service,"windows vista,online service"
just ask for them and they should give them to you,
so do not go and pay for them,
i contacted acer and they be giving me free recovery dvds,recovery dvds
now when i order i did not go full scale for the webcam or full keyboard i wanted something for basics of being easy to carry when i use crutchs or wheelchair and with a backpack laptop bag,"webcam,keyboard,carry"
can listen to my music and watch my videos with ease and with a great display,display
all other features be a 1,features
otherwise,
early april 2009 i be without it again for a couple weeks while i have online courses i have to complete and my fiance be in afghanistan and web conferencing be the best communication method we had,
so in late march,
the performance be awesome,performance
i pondered very long over this decision,
this thing sucks,
i love my new computer,
let just start out by saying i be in no way a computer techy,
okay,
it be a waste of money from day one,
just switched from years of pc frustration,
i be new ,
so i got another netbook which i love,
but in fact it be totally the opposite,
the display be beyond horrible,display
instructions on what to do when this comes up,
or that comes up,
he left me,
it a joke,
there be hardly any memory on the computer hard drive,"memory,hard drive"
i have noticed the one on the sales floor also did not have sound,sound
actually,
i started hainv problems with it within the first month,
most acer laptop fans be on the bottom which be right on your laptop,fans
next,
the laptop preformed pretty well,preformed
it that hot,
i be honestly afraid that it will burn me,
but i do not see it as a problem,
numerous problems over the next 3 weeks until i got the blue screen of death and have to send the pc back to hp,
i think this will happen to any new version of computer phone released and i need to wait for the next set of updates to have all of this fixed,
this one have had the same effect,
and if you be a game player it works with world of warcraft wonderfully,
this computer be absolutely amazing,
so buyer beware when buying toshiba,
i found this laptop on sale for under 6000 at best buy which be a great deal,
i got my macbook pro because i wanted to do all the stuff i need to do without worrying about the system quitting on me or freezing for a few minutes,system
i love the apple products,
i loved the netbook minus the fact that it be windows os until this started happening,windows os
very easy user interface,user interface
the minute you fire it up it all good,
they be in no way comparable to the mac,
i have have two toshiba satellite computers and while they be okay,
i actually contact toshiba before i started having problem and be given run around after i supplied serial number in order to delay me sending in laptop until after warrenty expired,warrenty
unless you count the joy of releasing anger while smashing into little peices against the wall,
they be absolutely useless,
was a great deal i will give that,
a program dedicated to putting all your favorite media together,"program,program"
and any other person important in your life that there may be,
family,
photos,
recordings,
siblings,
video projects into one program so that you can create the perfect memoir for your parents,"program,program"
theres also idvd,idvd
and it be failing,
his language be so bad i swore i be taking the turing test,
after replacing the hard drive the battery stopped working 3 months of use which be frustrating,"hard drive,battery"
be this product worth my time and money to ever want to purchase another products that be toshiba or relating to toshiba probably not ever again,
i have used pc and converting to this macbook pro be easy,
and it works well for work,works
persoal or just play,
i love the easy to see screen,screen
and watching a movie or two,
email checking,
this be the machine you want,
word processing,word processing
if what you need be a machine to do some surfing,surfing
contactus euroapplecom be not a good address to send complaints,
-apparently,
and being able to buy what i needed,
and not more than i needed be very important,
but i did not need any,
it does not have a lot of frills,
the mouse pad and buttons be the worst i have ever seen,"mouse pad,buttons"
i be sorry that i purchased this laptop,
awesome graphics,graphics
it really be perfect for work and play,"play,work"
i wish that the 13 inch models came with the intel i processors and have a more comfortable edge the edges hurt my wrists ,"intel i processors,edge,edges"
the pro be a great product,
i be a college student and it have been very useful,
the apple macbook be the best investment that i have ever made,
my sister be the electronics manager at wal mart and she says that hp be the best,
one drawback i noticed be sound quality via usb,sound quality via usb
so much for that warranty covering all the products we purchased,warranty
the battery life sucked the juice from my laptop and when the extended life battery went out we be sol there to,"battery life,extended life battery"
and the only reason i did not purchase a mac be because my school website strongly recommended students purchase pcs,
i needed a new computer for graduate school have never owned a laptop before ,
but it got slow due to an older operating system,operating system
i have have another mac,
if you have the money i suggest going for the i7,
but since they do not make windows xp drivers for the sound card in this machine,"windows xp drivers,sound card"
i be stuck until windows 7 came out,windows 7
that very possible,
but this fits my budget and the features i need,"features,budget"
i ts nice to have the higher-end laptops,
however,
very heavy,
it is,
apparently because of known motherboard problems,motherboard
was disappointed to find out that the model have been discontinued,
but it freezes too sometimes,
i started using google chrome,google chrome
which be a little better,
well,
but it be a netbook,
also the speakers be not very loud,speakers
love this laptop wonderful price for what you get,price
at the same time they the company would not and could not do anything about my problem,
but,
just a black screen,screen
all you have to do be turn it on and it works,
a key contributor that led me to mac be the art aspect,art aspect
so unless i have it plugged in it would not even power on,
eventually my battery would not charge,battery
recently there be a few incidents that annoy the hell out of me,
save your money and go for a better device,
but in my mid twenties i decided to convert to the dark side,
or should i say the brighter side of life,
i have been a pc user since middle school,
but it have turned into my everyday laptop as well for surfing,surfing
email,
etc,
purchased for development purposes,
without having to have extra equipment and or complicated routes to take to be able to do so,
my first problem be with the pre-loaded norton firewall security program,pre-loaded norton firewall security program
i cannot use it because it be not compatible,
i have a usb connect but,usb connect
i have decided to never purchase another hp product my five year old compaq lasted 5-years before the hard drive crashed,hard drive
accordingly,
i ordered four d620 laptops,
but once you get past the initial expense you will find that they be worth every penny besides,expense
there always the financing plan that best buy offers ,
i know that everyone thinks macs be overpriced and overrated,
and i have the most difficult time trying to use them,
i hate putting this computer down,
they have made great dust collectors,
i saw this one,
it be made to be compact and if you want all the other stuff get a laptop,
i be not going to sit here and complain about it not having a cd drive and what not because it be a netbook,cd drive
i love the multi-touch trackpad,multi-touch trackpad
i be psyched,
i absolutely love my mac,
from the second you open the box you will fall in love with this computer,
hp be more interested in selling extended warranties which cost more than the netbook new then they be in helping or fixing,"extended warranties,cost"
it would not let me connect to my wifi system where i lived,
not too much junk software to remove,software
system be loosing about 20 of performance because of that,"performance,system"
good quality and good price,"quality,price"
it be easy to use,use
but overall it worth it,
the difference in the apple keyboard from a pc keyboard took a bit of tim to get used to,"apple keyboard,pc keyboard"
it be also extremely pleasing to the eyes without looking too much like an alienware gaming machine,
the extended warranty for the 4000 and up computers be the only one available for purchase on the drop drown menu,extended warranty
and i be fixing that by adding more ram,ram
only issue be that it be a little slow,
it be easily portable and i take it everywhere i go and might require internet access,
i would buy the pro line though,
the 253 and 266 ghz model,
if i have a few hundred dollars to spare,
and i have to buy a new power cord,power cord
the hard drive crashed as well,hard drive
i be an apple convert for life,
but enough about that,
i love it and will probably get another one when this goes to the laptop in the sky,
mac makes the switch from pc to mac easy,
but,
another issue i have with it be the battery,battery
help,
other than that gets a great little wonder,
help,
now i know,
asus finally sent the right power supply to my techies,"power supply,techies"
after 2 months of complaints,
the computer sacrifices its queen every time,
even set at the highest level,
the bluetooth mouse for my supposedly bluetooth enabled computer,"bluetooth mouse,bluetooth enabled"
the extended life battery and the docking port,"extended life battery,docking port"
the speakers and the subwoofer i got that be worth the money ,"speakers,subwoofer"
that included the extra sony sonic stage software,sony sonic stage software
it have never overheated,
or even been slightly warm for that matter,
my macbook pro works like a dream,works
pc users use the powerpoint program for slide-show presentation and mac users utilize keynote,"keynote,powerpoint program"
i cannot begin to say how disappointed i am,
and speaking as someone who regularly commutes on a bus,
i can attest to the fact that this be the perfect size computer if you be restricted to the width of your body for computing room,"size,size"
i get a ton of compliments on its size,"size,size"
then after closing the browser and reopening it it actually works,browser
it takes me approximately 3 tries to get to each site,
can be hooked up to printers,
can be taken anywhere,
easy to carry,carry
headsets,
also the keyboard does not liht up so unless your sitting in a room with some light you cant see anything and thats bad for me because my boyfriend tends to watch tv in the dark at night which leaves me with no way of seeing the keyboard,"keyboard,keyboard"
easy solution to your computer problems and stop waiting and smacking your old computer around,
take the simple,
it be as good as new,
i do not know how we ordered it online,
and it did not show up on the reciept,
windows to apple,
i went from bestbuy to dell,
back then my entire family be devoted to the sony name,
everything from programs and drivers failing again,"programs,drivers"
to it powering off for no reason,
to locking up and freezing and just all sorts of issues,
when i got my laptop back after this first instance it worked okay for a little bit then i started expeirencing issues again,
love that it does not take up space like a regular computer,space
3 weeks after giving the computer for repair -visited machouse amsterdam,
which be one less big thing to worry about when it comes to computers,
they do not seem to be susceptible to viruses,
i be very excited because this be my first personal computer and i be purchasing it with my own money i have recieved from graduation presents,
asked the customer service rep,customer service rep
i took it back to the apple store and they narcissist genius bar staff fixed it by resetting the fan at boot up,"genius bar staff,fan,boot up"
so,
i cannot even imaging going back to a pc after using this wonderful computer,
basic computer,
i fell in love with the hp pavillion and that be my replacement and now i could not imagine going back to an acer at all,
it turns out that this hp pc have been preciously sold by wal mart,
i would totally recommend any other laptop over this pile of grabage,
i managed to comply with these too and now have to wait and see if they can find another way to screw me,
i should have bought one a long time ago,
i looked at the computer and it said updating but the asked for a product key,
i got what i paid for,
but it ran fairly smooth for a non-dedicated graphics card,"graphics,non-dedicated graphics card"
just keep in mind the graphics be not dedicated so loading the movie almost took a minute,graphics
in the way of operating a mouse in small area,mouse
needs power and mouse cable to plug in back instead of side,"mouse cable,mouse"
however i dealt with this problem for over a year and it be more of a hastle then i have ever have with anything,
i got the first blue screen of death in the early part of july,
16gb ram support -no wireless issues,"16gb ram support,wireless"
2 hdd bays ,hdd bays
at least for me,
-4 ram slots,ram slots
i agree with the previous comment that asus tech support be horrible which be a con in my opinion,asus tech support
behind the front of the screen,"screen,screen"
in the way of the display,display
somehow and i never opened it up some specks of dust or something got inside the screen and be now there permanently,"screen,screen"
in fact,
it seems to be incompatible with everything else,
the left button always sticks,left button
the mouse on the pad,mouse on the pad
when i took it back to best buy i asked them if they be seriously trying to drive me insane,
i have tried to charge on different batteries with no luck,batteries
and the battery life be amazing,battery life
i would recommend this computer to anyone searching for the perfect laptop,
itunes be open nearly every day and works great with my iphone,itunes
we use the built in tools often,built in tools
but my blog be read by my friends and search engine visitors,
it be returned on the third day i owned it,
it keep saying error,
it want take it,
i seriously suggest you look into buying a different brand,
anyone who be considering buying an acer computer of any sort,
the size of have actually help me out quite a bit by me being able to fit it in an already full backpack and to use it at a resturant where the food on the table be always so space consuming,size
highly recommend for daily use,
we be addicted to the mac,
because it be a defective product,
it gets scratches easily and when it gets old some thing may operated,
second,
true quality at a great price,"quality,price"
not easy to carry,carry
the programs that come standard with the leopard running system be enough for the average person to run all the basics,"programs,leopard running system"
i be really heartbroken to have to post a terrible review,
so what be i supposed to do the lg service center cannot provide me the service when it be called the service center ,"lg service center,service center,service"
like i said this performs a lot better than any computer i have have in the past,performs
the material this pro be made out of seems a lot nicer than any pc specs ,"material,specs"
it have been nothing but trouble from the time we bought it,
macconnection have the lowest price on the 15 mbp i5,price
after doing extensive research,
i be addicted to photo booth,photo booth
and the large multi-touch track pad be amazing,multi-touch track pad
the operating system and user interface be very intuitive,"operating system,user interface"
i went back,
so,
i bought another just for my wife,
i like it so much,
i took it back to the store and exchanged it for another one,
all in all great item highly recommend it,
