review,terms
called number,"O,O"
got an email address to send complaint,"O,O,O,O,O,O,O"
made case ,"O,O"
-complied to their protocol,"O,O,O,O"
the os takes some getting used to especially after being a windows user for so long but the learning curve be so worth it,"BB,B,EB,O,O,O,O,O,O,O,BB,B,EB,O,O,O,O,O,O,O,O,O,O,O"
it quit working within a weeks time,"O,O,O,O,O,O,O"
but after i got used to it i love it,"O,O,O,O,O,O,O,O,O,O"
and presentations similar to microsoft office ,"BB,B,EB,BB,B,I"
spreadsheets,B
i also purchased iwork to go with it which have programs for word processing,"O,O,BB,B,EB,O,O,O,O,BB,B,EB,B,I"
after 4 days,"O,O,O"
being denied 6 times and told off once,"O,O,O,O,O,O,O,O"
i managed to get through and be able to send them a scanned copy of the receipt,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
i experienced a huge change in that my mac runs pretty fast compared to my old pc,"O,O,O,O,O,O,O,O,BB,B,EB,O,O,O,O,O,O"
overall,O
when i got the computer back and realizwed it still be not correct hp told me it be out of warranty and now it be my problem,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,BB,B,EB,O,O,O,O,O"
it also came with a built it web cam which be great because i can see an communicate with my family members back home,"O,O,O,O,BB,B,I,I,I,EI,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
good monitor and performed well,"BB,B,EB,B,EB"
they be closed at 9pm eastern,"O,O,O,O,O,O"
i have have a couple of minor problems and both be resolved by apple quickly and easily,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
in those three years,"O,O,O,O"
hp denied my claim,"O,O,O,O"
although my model be listed as recalled,"O,O,O,O,O,O,O"
it be secure and easy to navigate,"O,O,O,O,O,BB,B"
i be a little weary at purchasing another 13 macbook almost 2 years later but t looks like the newer macbooks have gotten its current line of graphics cards in order this time around,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,BB,B,I,EI,O,O,O,O"
the machine have a bluray player the book have no mention of it or how to connect it to your hdtv,"O,O,O,BB,B,I,BB,B,EB,O,O,O,O,O,O,O,O,O,O,O,O"
i be loyal to apple,"O,O,O,O,O"
they be by far the easiest systems to actually learn about computers with,"O,O,O,O,O,BB,B,EB,O,O,O,O,O"
i will be patient for few months,"O,O,O,O,O,O,O"
this apple navigates you thru the unexplored world of the internet,"O,O,O,O,O,O,O,O,O,O,B"
this be purchased for my daughter and i be pleasantly surprised,"O,O,O,O,O,O,O,O,O,O,O"
finally set the unit back to hp after a month of hell,"O,O,O,O,O,O,O,O,O,O,O,O"
so i bought a pc instead,"O,O,O,O,O,O"
i could not afford a new mac,"O,O,O,O,O,O,O"
and above average for gaming,"O,O,O,BB,B"
but not a gamers first choice,"O,O,O,O,O,O"
the video card be great for media,"BB,B,I,EI,O,BB,B"
it be always getting froze up,"O,O,O,O,O,O"
but i never thought i would need to back up my information on a brand new mac,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
i know,"O,O"
the paragon of all computers,"O,O,O,O,O"
my information be all lost my fault,"O,O,O,O,O,O,O"
but no one could tell me when my part would be shipped nor could they tell me where to buy it on their website,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
i got the blue screen of death the first month i got it,"O,O,O,O,O,O,O,O,O,O,O,O,O"
this be the third macbook pro in our family,"O,O,O,O,O,O,O,O,O"
apple continues to shine and provide a much more enjoyable computer experience,"O,O,O,O,O,O,O,O,O,O,O,O"
so i sent it in to be replaced and almost 2 months later the dv4 be what the sent me as a replacement,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
i have of course bought a 3 year warranty,"O,O,O,O,O,BB,B,I,I"
something with the amount of thermal paste,"O,O,O,O,BB,B,I"
apparently there be a manufacturing defect,"O,O,O,O,O,O"
despite the claims of the apple apologists a vice of which i be recently myself reformed the internals of mac laptops be no different from pcs at this point,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,BB,B,EB,O,O,O,O,O,O,O,O,O,O"
took several hours with customer support before i could even start the pc out of the box,"O,O,O,BB,B,I,EI,O,O,O,O,O,O,O,O,O,O"
asus facial recognition does not work and windows logon be not either,"BB,B,I,EI,O,O,BB,B,I,EI,O,O"
windows vista makes this computer almost unusable for online service,"B,I,EI,O,O,O,O,BB,B,I"
just ask for them and they should give them to you,"O,O,O,O,O,O,O,O,O,O,O"
so do not go and pay for them,"O,O,O,O,O,O,O,O"
i contacted acer and they be giving me free recovery dvds,"O,O,O,O,O,O,O,O,BB,B,I"
now when i order i did not go full scale for the webcam or full keyboard i wanted something for basics of being easy to carry when i use crutchs or wheelchair and with a backpack laptop bag,"O,O,O,O,O,O,O,O,O,O,O,BB,B,EB,BB,B,EB,O,O,O,O,O,O,O,BB,B,EB,O,O,O,O,O,O,O,O,O,O,O"
can listen to my music and watch my videos with ease and with a great display,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,BB,B"
all other features be a 1,"O,BB,B,EB,O,O"
otherwise,O
early april 2009 i be without it again for a couple weeks while i have online courses i have to complete and my fiance be in afghanistan and web conferencing be the best communication method we had,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
so in late march,"O,O,O,O"
the performance be awesome,"BB,B,EB,O"
i pondered very long over this decision,"O,O,O,O,O,O,O"
this thing sucks,"O,O,O"
i love my new computer,"O,O,O,O,O"
let just start out by saying i be in no way a computer techy,"O,O,O,O,O,O,O,O,O,O,O,O,O,O"
okay,O
it be a waste of money from day one,"O,O,O,O,O,O,O,O,O"
just switched from years of pc frustration,"O,O,O,O,O,O,O"
i be new ,"O,O,O"
so i got another netbook which i love,"O,O,O,O,O,O,O,O"
but in fact it be totally the opposite,"O,O,O,O,O,O,O,O"
the display be beyond horrible,"BB,B,EB,O,O"
instructions on what to do when this comes up,"O,O,O,O,O,O,O,O,O"
or that comes up,"O,O,O,O"
he left me,"O,O,O"
it a joke,"O,O,O"
there be hardly any memory on the computer hard drive,"O,O,O,BB,B,EB,O,BB,B,I"
i have noticed the one on the sales floor also did not have sound,"O,O,O,O,O,O,O,O,O,O,O,O,O,B"
actually,O
i started hainv problems with it within the first month,"O,O,O,O,O,O,O,O,O,O"
most acer laptop fans be on the bottom which be right on your laptop,"O,O,BB,B,EB,O,O,O,O,O,O,O,O,O"
next,O
the laptop preformed pretty well,"O,BB,B,EB,O"
it that hot,"O,O,O"
i be honestly afraid that it will burn me,"O,O,O,O,O,O,O,O,O"
but i do not see it as a problem,"O,O,O,O,O,O,O,O,O"
numerous problems over the next 3 weeks until i got the blue screen of death and have to send the pc back to hp,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
i think this will happen to any new version of computer phone released and i need to wait for the next set of updates to have all of this fixed,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
this one have had the same effect,"O,O,O,O,O,O,O"
and if you be a game player it works with world of warcraft wonderfully,"O,O,O,O,O,O,O,O,O,O,O,O,O,O"
this computer be absolutely amazing,"O,O,O,O,O"
so buyer beware when buying toshiba,"O,O,O,O,O,O"
i found this laptop on sale for under 6000 at best buy which be a great deal,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
i got my macbook pro because i wanted to do all the stuff i need to do without worrying about the system quitting on me or freezing for a few minutes,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,BB,B,EB,O,O,O,O,O,O,O,O"
i love the apple products,"O,O,O,O,O"
i loved the netbook minus the fact that it be windows os until this started happening,"O,O,O,O,O,O,O,O,O,BB,B,I,EI,O,O,O"
very easy user interface,"O,BB,B,I"
the minute you fire it up it all good,"O,O,O,O,O,O,O,O,O"
they be in no way comparable to the mac,"O,O,O,O,O,O,O,O,O"
i have have two toshiba satellite computers and while they be okay,"O,O,O,O,O,O,O,O,O,O,O,O"
i actually contact toshiba before i started having problem and be given run around after i supplied serial number in order to delay me sending in laptop until after warrenty expired,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,BB,B,EB"
unless you count the joy of releasing anger while smashing into little peices against the wall,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
they be absolutely useless,"O,O,O,O"
was a great deal i will give that,"O,O,O,O,O,O,O,O"
a program dedicated to putting all your favorite media together,"BB,B,EB,O,O,O,O,O,O,O"
and any other person important in your life that there may be,"O,O,O,O,O,O,O,O,O,O,O,O"
family,O
photos,O
recordings,O
siblings,O
video projects into one program so that you can create the perfect memoir for your parents,"O,O,O,BB,B,EB,O,O,O,O,O,O,O,O,O,O"
theres also idvd,"O,BB,B"
and it be failing,"O,O,O,O"
his language be so bad i swore i be taking the turing test,"O,O,O,O,O,O,O,O,O,O,O,O,O"
after replacing the hard drive the battery stopped working 3 months of use which be frustrating,"O,O,EI,B,I,EI,B,EB,O,O,O,O,O,O,O,O"
be this product worth my time and money to ever want to purchase another products that be toshiba or relating to toshiba probably not ever again,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
i have used pc and converting to this macbook pro be easy,"O,O,O,O,O,O,O,O,O,O,O,O"
and it works well for work,"O,BB,B,EB,O,O"
persoal or just play,"O,O,O,O"
i love the easy to see screen,"O,O,O,O,O,BB,B"
and watching a movie or two,"O,O,O,O,O,O"
email checking,"O,O"
this be the machine you want,"O,O,O,O,O,O"
word processing,"B,I"
if what you need be a machine to do some surfing,"O,O,O,O,O,O,O,O,O,BB,B"
contactus euroapplecom be not a good address to send complaints,"O,O,O,O,O,O,O,O,O,O"
-apparently,O
and being able to buy what i needed,"O,O,O,O,O,O,O,O"
and not more than i needed be very important,"O,O,O,O,O,O,O,O,O"
but i did not need any,"O,O,O,O,O,O"
it does not have a lot of frills,"O,O,O,O,O,O,O,O"
the mouse pad and buttons be the worst i have ever seen,"BB,B,I,EI,B,EB,BB,O,O,O,O,O"
i be sorry that i purchased this laptop,"O,O,O,O,O,O,O,O"
awesome graphics,"BB,B"
it really be perfect for work and play,"O,O,O,O,BB,B,BB,B"
i wish that the 13 inch models came with the intel i processors and have a more comfortable edge the edges hurt my wrists ,"I,O,O,O,O,O,O,O,O,BB,B,I,I,EI,O,O,O,BB,B,BB,B,EB,O,O"
the pro be a great product,"O,O,O,O,O,O"
i be a college student and it have been very useful,"O,O,O,O,O,O,O,O,O,O,O"
the apple macbook be the best investment that i have ever made,"O,O,O,O,O,O,O,O,O,O,O,O"
my sister be the electronics manager at wal mart and she says that hp be the best,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
one drawback i noticed be sound quality via usb,"O,O,O,O,BB,B,I,I,I"
so much for that warranty covering all the products we purchased,"O,O,O,BB,B,EB,O,O,O,O,O"
the battery life sucked the juice from my laptop and when the extended life battery went out we be sol there to,"BB,B,I,EI,BB,O,O,O,O,O,O,BB,B,I,B,EI,O,O,O,O,O,O"
and the only reason i did not purchase a mac be because my school website strongly recommended students purchase pcs,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
i needed a new computer for graduate school have never owned a laptop before ,"O,O,O,O,O,O,O,O,O,O,O,O,O,O"
but it got slow due to an older operating system,"O,O,O,O,O,O,O,BB,B,I"
i have have another mac,"O,O,O,O,O"
if you have the money i suggest going for the i7,"O,O,O,O,O,O,O,O,O,O,O"
but since they do not make windows xp drivers for the sound card in this machine,"O,O,O,O,O,BB,B,I,I,EI,BB,B,I,EI,O,O"
i be stuck until windows 7 came out,"O,O,O,BB,B,I,EI,O"
that very possible,"O,O,O"
but this fits my budget and the features i need,"O,O,O,BB,B,EB,BB,B,EB,O"
i ts nice to have the higher-end laptops,"O,O,O,O,O,O,O,O"
however,O
very heavy,"O,O"
it is,"O,O"
apparently because of known motherboard problems,"O,O,O,BB,B,EB"
was disappointed to find out that the model have been discontinued,"O,O,O,O,O,O,O,O,O,O,O"
but it freezes too sometimes,"O,O,O,O,O"
i started using google chrome,"O,O,BB,B,I"
which be a little better,"O,O,O,O,O"
well,O
but it be a netbook,"O,O,O,O,O"
also the speakers be not very loud,"O,BB,B,EB,O,O,O"
love this laptop wonderful price for what you get,"O,O,O,BB,B,EB,O,O,O"
at the same time they the company would not and could not do anything about my problem,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
but,O
just a black screen,"O,O,BB,B"
all you have to do be turn it on and it works,"O,O,O,O,O,O,O,O,O,O,O,O"
a key contributor that led me to mac be the art aspect,"O,O,O,O,O,O,O,O,O,BB,B,I"
so unless i have it plugged in it would not even power on,"O,O,O,O,O,O,O,O,O,O,O,O,O"
eventually my battery would not charge,"O,BB,B,EB,O,O"
recently there be a few incidents that annoy the hell out of me,"O,O,O,O,O,O,O,O,O,O,O,O,O"
save your money and go for a better device,"O,O,O,O,O,O,O,O,O"
but in my mid twenties i decided to convert to the dark side,"O,O,O,O,O,O,O,O,O,O,O,O,O"
or should i say the brighter side of life,"O,O,O,O,O,O,O,O,O"
i have been a pc user since middle school,"O,O,O,O,O,O,O,O,O"
but it have turned into my everyday laptop as well for surfing,"O,O,O,O,O,O,O,O,O,O,BB,B"
email,O
etc,O
purchased for development purposes,"O,O,O,O"
without having to have extra equipment and or complicated routes to take to be able to do so,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
my first problem be with the pre-loaded norton firewall security program,"O,O,O,O,O,BB,B,I,I,I,I"
i cannot use it because it be not compatible,"O,O,O,O,O,O,O,O,O"
i have a usb connect but,"O,O,BB,B,I,EI"
i have decided to never purchase another hp product my five year old compaq lasted 5-years before the hard drive crashed,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,BB,B,I,EI"
accordingly,O
i ordered four d620 laptops,"O,O,O,O,O"
but once you get past the initial expense you will find that they be worth every penny besides,"O,O,O,O,O,O,BB,B,EB,O,O,O,O,O,O,O,O,O"
there always the financing plan that best buy offers ,"O,O,O,O,O,O,O,O,O"
i know that everyone thinks macs be overpriced and overrated,"O,O,O,O,O,O,O,O,O,O"
and i have the most difficult time trying to use them,"O,O,O,O,O,O,O,O,O,O,O"
i hate putting this computer down,"O,O,O,O,O,O"
they have made great dust collectors,"O,O,O,O,O,O"
i saw this one,"O,O,O,O"
it be made to be compact and if you want all the other stuff get a laptop,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
i be not going to sit here and complain about it not having a cd drive and what not because it be a netbook,"O,O,O,O,O,O,O,O,O,O,O,O,O,BB,B,I,EI,O,O,O,O,O,O,O"
i love the multi-touch trackpad,"O,O,BB,B,I"
i be psyched,"O,O,O"
i absolutely love my mac,"O,O,O,O,O"
from the second you open the box you will fall in love with this computer,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
hp be more interested in selling extended warranties which cost more than the netbook new then they be in helping or fixing,"O,O,O,O,O,BB,B,I,EI,B,EB,O,O,O,O,O,O,O,O,O,O,O"
it would not let me connect to my wifi system where i lived,"O,O,O,O,O,O,O,O,O,O,O,O,O"
not too much junk software to remove,"O,O,O,BB,B,EB,O"
system be loosing about 20 of performance because of that,"B,EB,O,O,O,BB,B,EB,O,O"
good quality and good price,"BB,B,EB,BB,B"
it be easy to use,"O,O,O,BB,B"
but overall it worth it,"O,O,O,O,O"
the difference in the apple keyboard from a pc keyboard took a bit of tim to get used to,"O,O,O,BB,B,I,EI,BB,B,I,EI,O,O,O,O,O,O,O,O"
it be also extremely pleasing to the eyes without looking too much like an alienware gaming machine,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
the extended warranty for the 4000 and up computers be the only one available for purchase on the drop drown menu,"BB,B,I,EI,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
and i be fixing that by adding more ram,"O,O,O,O,O,O,O,BB,B"
only issue be that it be a little slow,"O,O,O,O,O,O,O,O,O"
it be easily portable and i take it everywhere i go and might require internet access,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
i would buy the pro line though,"O,O,O,O,O,O,O"
the 253 and 266 ghz model,"O,O,O,O,O,O"
if i have a few hundred dollars to spare,"O,O,O,O,O,O,O,O,O"
and i have to buy a new power cord,"O,O,O,O,O,O,BB,B,I"
the hard drive crashed as well,"BB,B,I,EI,O,O"
i be an apple convert for life,"O,O,O,O,O,O,O"
but enough about that,"O,O,O,O"
i love it and will probably get another one when this goes to the laptop in the sky,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
mac makes the switch from pc to mac easy,"O,O,O,O,O,O,O,O,O"
but,O
another issue i have with it be the battery,"O,O,O,O,O,O,O,BB,B"
help,O
other than that gets a great little wonder,"O,O,O,O,O,O,O,O"
help,O
now i know,"O,O,O"
asus finally sent the right power supply to my techies,"O,O,O,O,BB,B,I,EI,BB,B"
after 2 months of complaints,"O,O,O,O,O"
the computer sacrifices its queen every time,"O,O,O,O,O,O,O"
even set at the highest level,"O,O,O,O,O,O"
the bluetooth mouse for my supposedly bluetooth enabled computer,"BB,B,I,EI,O,BB,B,I,EI"
the extended life battery and the docking port,"BB,B,I,I,EI,BB,B,I"
the speakers and the subwoofer i got that be worth the money ,"BB,B,EB,BB,B,EB,O,O,O,O,O,O"
that included the extra sony sonic stage software,"O,O,O,BB,B,I,I,I"
it have never overheated,"O,O,O,O"
or even been slightly warm for that matter,"O,O,O,O,O,O,O,O"
my macbook pro works like a dream,"O,O,BB,B,EB,O,O"
pc users use the powerpoint program for slide-show presentation and mac users utilize keynote,"O,O,O,BB,B,I,EI,O,O,O,O,O,BB,B"
i cannot begin to say how disappointed i am,"O,O,O,O,O,O,O,O,O"
and speaking as someone who regularly commutes on a bus,"O,O,O,O,O,O,O,O,O,O"
i can attest to the fact that this be the perfect size computer if you be restricted to the width of your body for computing room,"O,O,O,O,O,O,O,O,O,O,BB,B,EB,O,O,O,O,O,O,O,O,O,O,O,O,O"
i get a ton of compliments on its size,"O,O,O,O,O,O,O,BB,B"
then after closing the browser and reopening it it actually works,"O,O,O,BB,B,EB,O,O,O,O,O"
it takes me approximately 3 tries to get to each site,"O,O,O,O,O,O,O,O,O,O,O"
can be hooked up to printers,"O,O,O,O,O,O"
can be taken anywhere,"O,O,O,O"
easy to carry,"O,BB,B"
headsets,O
also the keyboard does not liht up so unless your sitting in a room with some light you cant see anything and thats bad for me because my boyfriend tends to watch tv in the dark at night which leaves me with no way of seeing the keyboard,"O,BB,B,EB,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B"
easy solution to your computer problems and stop waiting and smacking your old computer around,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
take the simple,"O,O,O"
it be as good as new,"O,O,O,O,O,O"
i do not know how we ordered it online,"O,O,O,O,O,O,O,O,O"
and it did not show up on the reciept,"O,O,O,O,O,O,O,O,O"
windows to apple,"O,O,O"
i went from bestbuy to dell,"O,O,O,O,O,O"
back then my entire family be devoted to the sony name,"O,O,O,O,O,O,O,O,O,O,O"
everything from programs and drivers failing again,"O,BB,B,EB,B,EB,O"
to it powering off for no reason,"O,O,O,O,O,O,O"
to locking up and freezing and just all sorts of issues,"O,O,O,O,O,O,O,O,O,O,O"
when i got my laptop back after this first instance it worked okay for a little bit then i started expeirencing issues again,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
love that it does not take up space like a regular computer,"O,O,O,O,O,O,BB,B,EB,O,O,O"
3 weeks after giving the computer for repair -visited machouse amsterdam,"O,O,O,O,O,O,O,O,O,O,O"
which be one less big thing to worry about when it comes to computers,"O,O,O,O,O,O,O,O,O,O,O,O,O,O"
they do not seem to be susceptible to viruses,"O,O,O,O,O,O,O,O,O"
i be very excited because this be my first personal computer and i be purchasing it with my own money i have recieved from graduation presents,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
asked the customer service rep,"O,BB,B,I,I"
i took it back to the apple store and they narcissist genius bar staff fixed it by resetting the fan at boot up,"O,O,O,O,O,O,O,O,O,O,BB,B,I,I,EI,O,O,O,BB,B,EB,B,I"
so,O
i cannot even imaging going back to a pc after using this wonderful computer,"O,O,O,O,O,O,O,O,O,O,O,O,O,O"
basic computer,"O,O"
i fell in love with the hp pavillion and that be my replacement and now i could not imagine going back to an acer at all,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
it turns out that this hp pc have been preciously sold by wal mart,"O,O,O,O,O,O,O,O,O,O,O,O,O,O"
i would totally recommend any other laptop over this pile of grabage,"O,O,O,O,O,O,O,O,O,O,O,O"
i managed to comply with these too and now have to wait and see if they can find another way to screw me,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
i should have bought one a long time ago,"O,O,O,O,O,O,O,O,O"
i looked at the computer and it said updating but the asked for a product key,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
i got what i paid for,"O,O,O,O,O,O"
but it ran fairly smooth for a non-dedicated graphics card,"O,O,O,O,O,O,BB,B,I,I"
just keep in mind the graphics be not dedicated so loading the movie almost took a minute,"O,O,O,O,BB,B,EB,O,O,O,O,O,O,O,O,O,O"
in the way of operating a mouse in small area,"O,O,O,O,O,BB,B,EB,O,O"
needs power and mouse cable to plug in back instead of side,"O,O,BB,B,I,EI,O,O,O,O,O,O"
however i dealt with this problem for over a year and it be more of a hastle then i have ever have with anything,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
i got the first blue screen of death in the early part of july,"O,O,O,O,O,O,O,O,O,O,O,O,O,O"
16gb ram support -no wireless issues,"B,I,I,EI,B,EB"
2 hdd bays ,"BB,B,I"
at least for me,"O,O,O,O"
-4 ram slots,"BB,B,I"
i agree with the previous comment that asus tech support be horrible which be a con in my opinion,"O,O,O,O,O,O,BB,B,I,I,EI,O,O,O,O,O,O,O,O"
behind the front of the screen,"O,O,O,O,O,B"
in the way of the display,"O,O,O,O,BB,B"
somehow and i never opened it up some specks of dust or something got inside the screen and be now there permanently,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,BB,B,EB,O,O,O,O"
in fact,"O,O"
it seems to be incompatible with everything else,"O,O,O,O,O,O,O,O"
the left button always sticks,"BB,B,I,EI,O"
the mouse on the pad,"BB,B,I,BB,I"
when i took it back to best buy i asked them if they be seriously trying to drive me insane,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
i have tried to charge on different batteries with no luck,"O,O,O,O,O,O,BB,B,EB,O,O"
and the battery life be amazing,"O,BB,B,I,EI,O"
i would recommend this computer to anyone searching for the perfect laptop,"O,O,O,O,O,O,O,O,O,O,O,O"
itunes be open nearly every day and works great with my iphone,"B,EB,O,O,O,O,O,O,O,O,O,O"
we use the built in tools often,"O,O,BB,B,I,I,EI"
but my blog be read by my friends and search engine visitors,"O,O,O,O,O,O,O,O,O,O,O,O"
it be returned on the third day i owned it,"O,O,O,O,O,O,O,O,O,O"
it keep saying error,"O,O,O,O"
it want take it,"O,O,O,O"
i seriously suggest you look into buying a different brand,"O,O,O,O,O,O,O,O,O,O"
anyone who be considering buying an acer computer of any sort,"O,O,O,O,O,O,O,O,O,O,O"
the size of have actually help me out quite a bit by me being able to fit it in an already full backpack and to use it at a resturant where the food on the table be always so space consuming,"BB,B,EB,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
highly recommend for daily use,"O,O,O,O,O"
we be addicted to the mac,"O,O,O,O,O,O"
because it be a defective product,"O,O,O,O,O,O"
it gets scratches easily and when it gets old some thing may operated,"O,O,O,O,O,O,O,O,O,O,O,O,O"
second,O
true quality at a great price,"BB,B,EB,O,BB,B"
not easy to carry,"O,O,BB,B"
the programs that come standard with the leopard running system be enough for the average person to run all the basics,"BB,B,EB,O,O,O,BB,B,I,I,EI,O,O,O,O,O,O,O,O,O,O"
i be really heartbroken to have to post a terrible review,"O,O,O,O,O,O,O,O,O,O,O"
so what be i supposed to do the lg service center cannot provide me the service when it be called the service center ,"O,O,O,O,O,O,O,BB,B,B,I,EI,O,O,BB,B,EB,O,O,O,BB,B,I"
like i said this performs a lot better than any computer i have have in the past,"O,O,O,BB,B,EB,O,O,O,O,O,O,O,O,O,O,O"
the material this pro be made out of seems a lot nicer than any pc specs ,"BB,B,EB,O,O,O,O,O,O,O,O,O,O,O,BB,B"
it have been nothing but trouble from the time we bought it,"O,O,O,O,O,O,O,O,O,O,O,O"
macconnection have the lowest price on the 15 mbp i5,"O,O,O,BB,B,EB,O,O,O,O"
after doing extensive research,"O,O,O,O"
i be addicted to photo booth,"O,O,O,BB,B,I"
and the large multi-touch track pad be amazing,"O,O,BB,B,I,I,EI,O"
the operating system and user interface be very intuitive,"BB,B,I,EI,B,I,EI,O,O"
i went back,"O,O,O"
so,O
i bought another just for my wife,"O,O,O,O,O,O,O"
i like it so much,"O,O,O,O,O"
i took it back to the store and exchanged it for another one,"O,O,O,O,O,O,O,O,O,O,O,O,O"
all in all great item highly recommend it,"O,O,O,O,O,O,O,O"
the new editions gives you more hard disk space 500gb instead of 320gb but time have taught me never to trust an internal hard disk,"O,O,O,O,O,BB,B,I,I,EI,O,O,O,O,O,O,O,O,O,O,O,BB,B,B,I"
hard disk ,"B,I"
which apple does not support ,"O,O,O,O,O"
this laptop rocks only wish it could run solidworks cad ,"O,O,O,O,O,O,O,O,O,O"
it be extremely portable and easily connects to wifi at the library and elsewhere,"O,O,O,O,O,BB,B,I,I,EI,O,O,O,O"
and therefore would not have purchased it at this time,"O,O,O,O,O,O,O,O,O,O"
i do not have that additional money right now,"O,O,O,O,O,O,O,O,O"
macbook pro have many applications to make life easier,"O,O,O,BB,B,EB,O,O,O"
unlike the windows computers,"O,BB,B,EB"
first things first,"O,O,O"
and the screen on this thing be absolutely amazing for high quality videos and movies and gaming,"O,BB,B,EB,O,O,O,O,O,O,O,O,O,O,O,O,B"
fast and fast,"O,O,O"
the web pages just fly by,"O,O,O,O,O,O"
fast,O
but after looking,"O,O,O"
i considered i may have too much on the computer,"O,O,O,O,O,O,O,O,O,O"
there be plenty of space and that be not the issue,"O,O,O,BB,B,EB,O,O,O,O,O"
i do not use my laptop in a way though that needs a long battery life so it perfect for me,"O,O,O,O,O,O,O,O,O,O,O,O,O,BB,B,I,EI,O,O,O,O"
guess i will stay away from hp,"O,O,O,O,O,O,O"
and all out tough,"O,O,O,O"
thicker,O
it be made better,"O,O,O,O"
to the point it felt like fire on the bottom of the machine,"O,O,O,O,O,O,O,O,O,O,O,O,O"
it be about six months later when the overheating problem started again,"O,O,O,O,O,O,O,O,O,O,O,O"
there be a blank lighted screen when i start and that be all,"O,O,O,O,O,O,O,O,O,O,O,O,O"
and i would recommend this to anypne looking for a new laptop,"O,O,O,O,O,O,O,O,O,O,O,O"
something goes wrong,"O,O,O"
but then,"O,O"
so far so good with this laptop,"O,O,O,O,O,O,O"
i must keep it plugged in at all times because it will not keep a charge for longer than four minutes,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,BB,B,EB,O,O,O,O"
avoid this model,"O,O,O"
i have have this laptop for 2 months,"O,O,O,O,O,O,O,O"
out of the blue the power adapter stops working,"O,O,O,O,BB,B,I,EI,O"
summary ,O
i saw walmart have the same computer for about 650 but still knowing what i know now,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
